메뉴명,조리방법,요리종류,중량(1인분),열량,탄수화물,단백질,지방,나트륨,해쉬태그,이미지경로(소),이미지경로(대),재료정보,레시피
양송이크림볶음밥,볶기,밥,,346.1,57.5,13.3,7,197.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00459_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00459_1.png,"치즈, 떡볶이떡, 버터, 밥, 소금, 양송이, 당근, 우유, 닭고기살, 생크림, 육수, 양파","1. 닭살은 삶아 입자있게 썰고, 양송이도
껍질을 벗겨 입자있게 썰어 준비한다. 
2. 떡볶이떡과 양파도 입자있게 썰어
놓는다. 
3. 당근은 소금을 넣고 삶아 꼬마 당근을
만들어 장식을 준비한다. 
4. 냄비에 버터를 두르고 양파를 먼저
볶는다. 
5. 볶아지는 냄비에 닭살과 떡볶이떡,
양파를 넣어 다시 볶는다. 
6. ⑤번에 밥을 넣고 육수와 우유, 생크림을
넣어 볶으면서 치즈를 넣고 한 번 더 고실
하게 볶아 완성하고 삶은 당근은 꼬마
당근을 만들어 장식으로 올려 준다.              "
해물우동볶음,볶기,일품,,369.1,60.9,17,6.4,1259.7,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00460_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00460_1.png,"굴소스, 새우, 파프리카, 당근, 칠리소스, 청경채, 양배추, 오징어, 우동, 가쯔오부시, 저염버터, 조개살, 양파","1. 새우는 내장을 제거하고, 오징어는
껍질을 벗겨 안쪽으로 칼집을 넣은 뒤
준비한 새우, 오징어, 조개살을 살짝
데친다. 
2. 양배추와 파프리카를 길쭉하게 썰고
당근, 양파는 채를 썰어 준비한다. 
3. 굴소스와 칠리소스를 섞어 소스를
만들어 놓는다. 
4. 우동은 끓는 물에 한 번 데쳐 준비한다. 
5. 팬에 버터를 둘러 해물을 먼저 볶다가
만들어 놓은 소스를 넣는다. 
6. 5번에 채소를 넣어 살짝 볶다가 데친
우동을 넣고 한 번 더 볶은 후 접시에
담고 그 위에 가쯔오부시를 올려
완성한다.              "
단호박닭꼬치,굽기,반찬,,441.5,65.7,18.9,11.5,645.9,떡볶이떡,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00461_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00461_1.png,"단호박, 떡볶이떡, 올리고당, 소금, 닭다리살, 후춧가루, 꼬치, 소스, 대파, 우유, 고추장, 다진양파, 케첩, 다진마늘, 양파","1. 닭다리살은 뼈를 발라 일정 크기로
자른 뒤 우유에 재워둔다. 
2. 재워둔 닭다리살에 소금과 후춧가루를
뿌려놓는다. 
3. 단호박은 속을 파서 잘라 삶아
준비한다. 
4. 떡볶이떡은 뜨거운 물에 살짝 불리고,
대파는 단호박 크기로 잘라 준비한다. 
5. 고추장과 다진마늘, 다진양파, 케첩,
올리고당을 넣고, 골고루 섞어 양념장을
만들어 놓는다. 
6. 꼬치에 준비한 닭다리살과 단호박, 양파,
떡볶이떡, 대파를 꽂아 은근히 초벌로
굽고, 다시 만들어 놓은 양념장을 발라
구워 완성한다.              "
떡갈비콩나물밥,끓이기,밥,,357.2,71.4,12.5,2.4,358.1,다짐육,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00462_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00462_1.png,"떡볶이떡, 브로컬리, 설탕, 다진 소고기, 표고버섯, 콩나물, 맛술, 후춧가루, 마늘, 대파, 참기름, 김치떡갈비, 배, 저염간장, 통깨, 김치, 쌀","1. 콩나물은 꼬리를 떼어 준비한다. 
2. 표고버섯을 길이로 썰고 떡은 입자있게
다져 놓고 배는 갈아놓는다. 
3. 김치 물에 충분히 씻어 물기를 제거하고
송송 썰어 준비한다. 
4. 냄비에 불린 쌀과 콩나물, 표고버섯을
넣고 밥을 짓는다. 
5. 다진 소고기에 간장과 갈아놓은 배,
맛술, 파, 마늘, 참기름, 통깨로 양념을
하여 30분 이상 재워둔 뒤 썰어 놓은
김치, 다진 떡을 넣고 골고루 치대어
섞는다. 
6. 팬에 기름을 넣고 따끈해지면 떡갈비
(⑤)를 넣어 익힌 후, 콩나물밥(④)
위에 올리고, 브로컬리는 살짝 데쳐
장식으로 올려 완성한다.              "
크림치즈떡볶이,끓이기,반찬,,333.2,58.5,9.8,6.7,171.3,떡볶이떡,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00463_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00463_1.png,"떡볶이떡, 버터, 펜네, 우유, 밀가루, 생크림, 육수, 모짜렐라치즈, 파슬리가루, 양파","1. 펜네는 10분정도 삶아 데치고, 떡볶이
떡은 뜨거운 물에 살짝 불려 놓는다. 
2. 양파는 채를 썰어 준비한다. 
3. 냄비에 버터를 넣고 밀가루를 넣어
볶는다. 
4. 볶아지는 밀가루에 준비한 육수를
넣는다. 
5. 육수가 은근히 끓으면 우유와 생크림
넣어준다. 
6. 끓고 있는 냄비에 떡볶이떡, 삶은 펜네와
양파를 넣어 끓인 후 모짜렐라치즈를
넣고 치즈가 녹으면 파슬리가루를
살짝 뿌려 완성한다.              "
목살스테이크,굽기,일품,,545.1,23.4,29,37.3,391.6,돼지목살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00464_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00464_1.png,"로즈마리, 포도주스, 브로컬리, 돼지목살, 버터, 적채, 소금, 후춧가루, 케첩, 마늘, 칠리소스, 당근, 생강, 샐러리, 양파","1. 돼지목살에 생강즙과 로즈마리, 소금,
후춧가루를 뿌려 숙성시킨다. 
2. 양파와 마늘, 샐러리는 입자있게
다진다. 
3. 칠리소스와 케첩, 포도주스를 섞는다. 
4. 브로컬리는 살짝 데쳐, 작게 썰고,
당근과 적채 채를 썰어 준비한다. 
5. 냄비에 버터를 넣고, 양파와 마늘을
넣어 볶는다. 
6. 볶은 냄비(⑤)에 샐러리를 넣고 포도
주스(③)와 채소(④)를 넣고 자작하게
졸인 후 팬에 버터를 살짝 바르고, 팬이
따끈해 지면 숙성한 목살을 넣어 익힌다.
목살이 익혀지면, 자작하게 졸인 소스에
넣어 다시 한 번 더 졸여 완성한다.              "
치킨완자스프,끓이기,일품,,236.7,10.5,17.6,13.8,199.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00465_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00465_1.png,"브로컬리, 버터, 표고버섯, 소금, 후춧가루, 당근, 대추, 우유, 마늘, 참기름, 닭고기살, 밀가루, 생크림, 육수, 양파","1. 닭고기살은 곱게 다져 준비한다. 
2. 대추는 씨를 빼고 다진다. 
3. 당근과 양파, 표고버섯, 마늘은 다진다. 
4. 삶은 브로컬리는 우유와 함께 갈아
놓는다. 
5. 닭고기살에 대추(②)와 채소(③), 소금,
후춧가루, 참기름을 넣어 골고루 섞는다. 
6. 섞여진 닭고기살(⑤)을 동글동글 하게
완자를 지어 살짝 데쳐내고, 냄비에
버터와 밀가루를 넣어 볶다가, 육수를
넣고 끓인 뒤 우유와 브로컬리 갈은 것
(④)과 생크림을 넣어 한 소큼 끓여 완성
한다.              "
돼지고기말이튀김,튀기기,반찬,,391.5,15.7,13.6,30.5,171.5,돼지등심,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00466_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00466_1.png,"치즈, 머스터드, 설탕, 튀김소스, 깻잎, 생크림, 양파, 요구르트, 곁들임, 빵가루, 밀가루, 달걀, 돼지등심, 두부, 소금, 당근, 튀김기름, 어린잎, 후춧가루, 청피망, 마요네즈","1. 돼지고기등심은 자근자근 두들겨
소금과 후추를 뿌려 숙성시킨다. 
2. 깻잎, 당근, 피망, 양파는 채를 썰어
준비한다. 
3. 숙성된 돼지고기(①)에 썰어놓은 채소
(②)와 치즈를 넣어 말아준다. 
4. 마요네즈에 두부를 으깨어 넣고
생크림과 요구르트, 설탕, 머스터드를
넣어 골고루 섞어준다. 
5. 어린잎은 찬물에 잠시 담그어 놓았다가
채에 건져 물기를 제거한다. 
6. 말아놓은 등심에 밀가루, 달걀물,
빵가루 순서로 입혀 튀김기름
170~180℃의 온도에 약 3분 정도
튀겨 기름을 빼 놓고, 튀김소스(④)와
어린잎(⑤)을 접시에 담아 완성한다.              "
단호박피자,굽기,일품,,349.2,23.2,19.3,19.9,372.1,다짐육,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00467_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00467_1.png,"햄, 다진 소고기, 소금, 파프리카, 맛술, 후춧가루, 양송이, 당근, 베이컨, 다진 마늘, 청피망, 생크림, 올리브오일, 모짜렐라치즈, 파슬리가루, 미니단호박, 양파","1. 다진 소고기에 다진마늘, 소금,
후춧가루, 맛술을 넣고 잘 섞어
숙성을 시킨다. 
2. 미니 단호박을 반으로 잘라 속을 파낸
뒤 약 15분 정도 쪄서 호박 속을 긁는다. 
3. 긁어 놓은 호박 속에 생크림을 넣어
골고루 섞는다. 
4. 양송이와 양파, 당근, 베이컨, 햄은
사각지게 썰고, 피망과 파프리카는
속을 제거하고 사각지게 썰어 놓는다. 
5. 재워놓은 소고기(①)와 베이컨, 햄을
올리브기름에 볶다가 썰어 놓은 채소를
넣어 함께 볶아 준비한다. 
6. 속 파낸 단호박(②)에 준비해둔 호박속
(③)과 볶아놓은 햄과 채소(⑤)를 담고,
모짜렐라치즈를 올려 오븐에 약 5분
정도 구운 뒤 파슬리가루를 살짝 뿌려
완성한다.              "
L..A갈비구이,굽기,반찬,,310.8,9.4,13.8,24.2,301.7,저염간장,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00468_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00468_1.png,"정종, 양념, 설탕, 통후추, 갈비, 올리고당, 월계수잎, 대파 다진것, 참기름, 다진 마늘, 저염간장, 배, 통깨, 매실액, 양파","1. L.A 갈비는 물에 담그어 핏물과 갈비
톱밥을 제거시켜 놓는다. 
2. 강판에 배와 양파를 곱게 갈아 준비
한다. 
3. 핏물을 제거한 갈비에 배즙과 양파즙을
넣어 숙성시킨다. 
4. 냄비에 저염간장과 월계수잎, 통후추,
올리고당, 정종, 설탕, 물, 매실액을
넣어 은근히 약 30분 정도 끓여 식힌다. 
5. 끓여 식힌 간장에 파, 마늘, 참기름,
통깨를 넣는다. 
6. 숙성시킨 L.A 갈비에 만들어 놓은
양념을 넣고 다시 하루 정도 더 숙성
후 팬에 구워 완성한다.              "
닭고기파스타,끓이기,일품,,374.4,50,29.3,6.3,460.2,스파게티면,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00469_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00469_1.png,"굴소스, 양송이버섯, 토마토소스, 육수, 토마토, 양파, 버터, 스파게티, 올리고당, 소스, 마늘, 우유, 닭살, 밀가루, 올리브오일, 모짜렐라치즈, 소금, 닭가슴살, 후춧가루","1. 닭살을 깎뚝 썰어 소금, 후춧가루,
밀가루 넣어 살살 털어 준비해 놓는다. 
2. 마늘과 토마토, 양파는 입자있게 다져
놓는다. 
3. 양송이는 껍질을 벗겨 다져 준비한다. 
4. 냄비에 버터 넣고, 다진 마늘과 양파를
볶는다. 
5. 볶아지는 냄비에 밀가루 뭍힌 닭살을
넣어 살짝 볶는다. 
6. ⑤번에 양송이와 다진 토마토, 토마토
소스, 올리고당, 굴소스를 넣고 살짝
볶다가 육수를 넣어 끓인 후 다시 우유를
넣고 은근히 끓이고, 스파게티는 약
10분 정도 삶아 건져 접시에 담아, 끓인
소스를 붓고, 위에 모짜렐라치즈를 올려
오븐에 약 5분 정도 구어 완성한다.              "
동글동글도넛,굽기,반찬,,290.9,18,25.4,13,58.9,순두부,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00619_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00619_1.png,"순두부, 유자청, 소금, 돼지고기, 찹쌀가루, 후춧가루, 소고기, 달걀, 토마토, 양파","1. 소고기와 돼지고기는 곱게 다진다. 
2. 양파는 곱게 다진다. 
3. 다진 고기에 양파, 달걀, 찹쌀가루,
소금, 후춧가루를 넣고 잘 치댄다. 
4. 토마토는 씨를 제거하고 곱게 다져
?에 섞는다. 
5. 순두부는 곱게 체에 내린다 
6. ?에 유자청을 섞고, 구워놓은
스테크에 올린다.              "
된장크림소스 잡곡 오므라이스,끓이기,밥,,363.4,33.4,21.5,16,506.1,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00620_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00620_1.png,"로즈마리, 은행, 팥, 표고버섯, 부추, 홍피망, 전분, 율무, 마늘, 대추, 생크림, 호박, 청피망, 된장, 달걀, 보리, 찹쌀, 양파","1. 잡곡은 깨끗이 씻어 충분히 불린 뒤
밥을 짓는다. 
2. 호박, 청피망, 홍피망, 양파,
표고버섯은 입자있게 다지고 부추는
송송 썰고 마늘은 다진다. 
3. 팬에 기름을 두르고 썰어놓은 야채를
살짝 볶다가 잡곡밥을 넣고 볶는다. 
4. 된장에 생크림과 로즈마리를 넣고
믹서에 간다. 
5. ?에 생크림과 로즈마리를 넣어
끓인다. 
6. 달걀은 풀어 체에 내려 넓게 지단을
부쳐 에 넣고 오므라이스로 말아 담고
된장 소스를 올린다.              "
두릅부추 소고기말이,끓이기,반찬,,321.7,8,47.9,10.9,347.3,홍두깨살,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00621_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00621_1.png,"후춧가루, 마늘, 대파, 소고기, 저염간장, 두릅, 부추, 양파","1. 동량의 물과 저염간장에 대파, 양파,
마늘을 넣고 은근히 졸인다. 
2. 마늘이 익을 정도로 끓으면 체에
거른다. 
3. 부추는 길게 썰고, 양파는 채썬다 
4. 두릅은 데친 후 찬물에 헹군다. 
5. 졸인 간장에 요리술을 넣고 다시
졸인다. 
6. 고기를 구운 뒤 준비한 야채와 두릅을
넣고 돌돌 말아 간장에 졸인다.              "
두부 비빔호박쌈,찌기,일품,,345.9,58.8,11.1,7.4,98.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00622_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00622_1.png,"호박잎, 두부, 올리고당, 소금, 고추장, 당근, 강황쌀, 저염간장, 고사리, 숙주, 쌀, 파인애플, 애호박","1. 쌀과 강황쌀은 깨끗이 씻어 30분 정도
불린 뒤 밥을 짓는다. 
2. 고사리는 불린 뒤 삶고 잘게 썰어
저염간장에 볶는다. 
3. 두부, 당근은 채썰고, 애호박은
반달모양으로 썰어 볶는다. 
4. 숙주는 꼬리를 떼고 살짝 데친다. 
5. 호박잎은 끓는 물에 데친다. 
6. 고추장, 올리고당, 갈은 파인애플을
섞어 소스를 만들고, 데친 호박잎에
볶은 강황밥과 두부, 야채를 넣고
고추장소스를 넣고 둥글게 말아
완성한다.              "
두부곤약파스타,끓이기,일품,,258.8,12.3,10.1,18.8,395.2,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00623_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00623_1.png,"두부, 설탕, 파프리카, 적양배추, 곤약, 양배추, 배, 저염간장, 식초, 토마토, 양파","1. 곤약은 5cm 길이로 썰어 가운데
칼집을 넣고 매작과 모양으로 만들어
뜨거운 물에 살짝 데친다. 
2. 양배추, 적양배추는 채 썰고 배, 양파,
파프리카는 굵은 채를 썬다. 
3. 두부는 얼려 수분을 뺀다 
4. 얼린 두부는 3cm 주사위 모양으로
썬다. 
5. 토마토는 슬라이스 한다. 
6. 저염 간장에 설탕과 식초를 섞어
소스를 만들고, 곤약과 두부를 볶다가
야채를 넣어 한 번 더 볶은 뒤 소스를
뿌린다.,              "
두유 라이크 파스타,끓이기,일품,,530,82.6,20.3,13.1,127.3,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00624_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00624_1.png,"치즈, 홍고추, 견과류, 스파게티, 베이컨, 새송이버섯, 두유, 올리브오일, 브로콜리, 양파","1. 스파게티면은 10분 삶아 건진다. 
2. 팬에 올리브오일을 넣고 삶은
스파게티를 볶는다. 
3. 베이컨은 끓는 물에 살짝 데친다. 
4. 양파, 브로컬리, 홍보추, 베이컨은
썰고, 견과류는 다진다. 
5. 팬에 올리브오일을 넣고 ④를 볶는다. 
6. 야채가 볶아지면 두유를 넣고 끓이다가
스파게티, 치즈를 넣고 끓인 뒤 그릇에
담고 견과류를 올린다              "
라따뚜이,굽기,반찬,,75.5,9.3,2.3,3.3,227.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00625_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00625_1.png,"월계수잎, 홀토마토, 가지, 파슬리, 토마토, 애호박, 양파","1. 토마토는 슬라이스 한다. 
2. 홀토마토와 양파는 곱게 다진다. 
3. 가지와 애호박은 둥글게 썬다. 
4. 팬에 가지와 애호박을 굽는다 
5. 냄비에 다진 토마토를 넣고 볶다가
다진 양파, 월계수잎을 넣고 볶아
은근히 끓여서 소스를 만든다. 
6. 파슬리는 곱게 다져 준비하고 접시에
토마토, 가지, 애호박을 돌려담고 그
위에 토마토소스를 올린 뒤 다진
파슬리를 올린다.              "
라이스페이퍼 야채롤,기타,반찬,,229.2,35.9,11.7,4.3,270.3,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00626_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00626_1.png,"블루베리, 아스파라거스, 땅콩, 새우, 파프리카, 베이컨, 깻잎, 라이스페이퍼, 양파","1. 새우는 껍질을 제거하고 데쳐 편썬다. 
2. 양파, 파프리카는 채썬다. 
3. 땅콩은 갈아서 블루베리와 섞어 소스를
만든다. 
4. 라이스페이퍼는 물에 적신 뒤 건진다. 
5. 라이스페이퍼에 깻잎을 올린다. 
6. ?위에 새우, 파프리카, 양파, 베이컨,
아스파라거스를 넣고 돌돌 말아 땅콩소
스를 곁들인다.              "
브로컬리 단호박스프와 완두콩퓨레,끓이기,일품,,81.6,12.4,4.1,1.8,100.6,,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00627_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00627_1.png,"단호박, 고구마, 버터, 식빵, 우유, 밀가루, 생크림, 완두콩, 브로콜리, 오렌지","1. 단호박, 고구마는 껍질을 벗겨 삶는다. 
2. 고구마는 삶아 체에 내린다. 
3. 완두콩은 삶아 간다. 
4. 데친 브로컬리와 우유를 믹서에 넣어
간다. 
5. 냄비에 버터와 밀가루를 넣고 볶아
화이트 루를 만든다. 
6. 고구마와 단호박에 우유를 넣어
끓이다가 화이트 루, 완두콩, 생크림을
넣고 끓인 뒤 오렌지즙 한 방울을
떨어뜨리고 식빵을 작게 잘라 올린다.              "
